rel_type,child_part_num,parent_part_num
P,31110pr9980,31110
P,31110pr0087,31110
P,31110pr0086,31110
P,31110pr0085,31110
P,31110pr0084,31110
P,31110pr0083,31110
P,31110pr0082,31110
P,31110pr9978,31110
P,31110pr0081,31110
P,31110pr0080,31110
P,31110pr9982,31110
P,31110pr0097,31110
P,31110pr0096,31110
P,31110pr0066,31110
P,31110pr0058,31110
P,31110pr0057,31110
P,31110pr0056,31110
P,31110pr0054,31110
P,31110pr0053,31110
P,31110pr0060,31110
P,31110pr0095,31110
P,31110pr9981,31110
P,31110pr9987,31110
P,76371pr0108,76371
P,3437pr0034,3437
P,3626cpr9948,3626c
P,3626cpr0023,3626c
P,31110pr0052,31110
P,31110pr0078,31110
P,31110pr9985,31110
P,4066pr0035,4066
P,76371pr0115,76371
P,76371pr0103,76371
P,3437pr0060,3437
P,3437pr9992,3437
P,3664pr0008,3664
P,41250pr0003,41250
P,41250pr0002,41250
P,3437pr0005,3437
P,31110pr0067,31110
P,31110pr0063,31110
P,31110pr0062,31110
P,31110pr0061,31110
P,31110pr0094,31110
P,31110pr9984,31110
P,31110pr0076,31110
P,76371pr0117,76371
P,3626cpr9943,3626c
P,3626cpr9969,3626c
P,31110pr0064,31110
P,3664pr9998,3664
P,2291pr0005,2291
P,31110pr0079,31110
P,6474pr0014,6474
P,26603pr0037,26603
P,3626cpr0019,3626c
P,31110pr0093,31110
P,31110pr0090,31110
P,31110pr0118,31110
P,31110pr9986,31110
P,31110pr0077,31110
P,6474pr0009,6474
P,76371pr0106,76371
P,76371pr0113,76371
P,76371pr0116,76371
P,3437pr0021,3437
P,76371pr0007,76371
P,11408c01pr0001,11408c01
P,11408c01pr0015,11408c01
P,11408c01pr0030,11408c01
P,11408c01pr0107,11408c01
P,11408c01pr0007,11408c01
P,3622pr0043,3622
B,upn0326a,upn0326
B,upn0326b,upn0326
P,31111pr9982,31111
P,973c01h03pr4324,973c01h03
P,3626cpr2785,3626c
P,970c01pr0004,970c01
P,1085pr0014,1085
P,3626cpr2788,3626c
P,3626cpr2789,3626c
T,973c28h27,973c00
P,973c01h03pr0002,973c01h03
P,4066pr9891,4066
P,973c14h12pr1881,973c14h12
P,3678bpr0075,3678b
P,3005pr0004,3005
P,973c01h03pr0001,973c01h03
P,3626cpr2772,3626c
P,3626cpr2811,3626c
A,12622c05,12622c01
P,973c28h01pr0056,973c28h01
P,1085pr0015,1085
P,3626cpr2760,3626c
P,2157pr0001,2157
P,18895pr0007,18895
R,52919pr0001,53308
A,dupupn0006c02,dupupn0006c01
R,54071pr0001,54070
P,54862pr0001,54862
P,970c01pr0123,970c01
P,3004pr0033,3004
P,3004pr0012,3004
P,87079pr0184,87079
P,47753pr0005,47753
P,3037pr0006,3037
A,973c28h01pr0204,973c28h01pr2825
P,98138pr0100,98138
P,4162pr0049,4162
P,44375bpr0999,44375b
R,11429pr0001,13206pr0002
P,93587pr0018,93587
P,3069bpr0218,3069b
P,3626cpr2680,3626c
P,3626cpr2683,3626c
P,970c06pr0002,970c06
P,4864bpr0004,4864b
P,87079pr0220,87079
P,3009apr0041,3009a
P,95327pr0002,95327
P,24309pr0002,24309
R,47541,47540
P,970c04pr0001,970c04
P,25128c01pr0002,25128c01
P,25128c01pr0001,25128c01
T,25128c02,25128
T,25128c01,25128
P,3626cpr2758,3626c
P,65474pr0004,65474
P,3626cpr2786,3626c
P,973c28h01pr3937,973c28h01
A,98115,98107
P,973c27h03pr1242,973c27h03
P,973c28h01pr0152,973c28h01
P,973c28h01pr2500,973c28h01
P,973c28h01pr0083,973c28h01
P,973c28h01pr2616,973c28h01
P,87079pr0024,87079
P,3626cpr2755,3626c
B,787,787c01
P,3626cpr2762,3626c
P,14769pr1124,14769
P,31330pr0001,31330
P,4197pr0006,4197
P,65474pr0005,65474
A,2029pr0002,2029pr0001
A,dupupn0078c01,dupupn0078c02
P,4247pr0001,4247
P,4066pr0084,4066
R,753,upn0272b
R,753,upn0272a
P,6394pr0001,6394
B,753,160ac01
P,42545pr0001,42545
P,3068bpr9473,3068b
P,31441pr0001,31441
P,32896pr0001,32896
P,99771pr0001,99771
P,31111pr9977,31111
P,65196pr0005,65196
T,973c28h03,973c00
T,973c01h03,973c00
P,75084pr0004,75084
M,28567,2866
P,88930pr0002,88930
P,6177bpr0006,6177b
P,92198pr0205,92198
P,26603pr0038,26603
P,92198pr0206,92198
P,59349pr0002,59349
P,45677pr9999,45677
P,22385pr0090,22385
P,14769pr1116,14769
P,4162pr0066,4162
P,87079pr0175,87079
P,14769pr1110,14769
B,753,160ac02
T,973c01h27,973c00
P,3626cpr2793,3626c
P,3626cpr2792,3626c
P,31110pr0055,31110
P,3437pr0029,3437
P,3437pr0106,3437
P,3664pr0012,3664
P,6309pr0005,6309
P,4066pr0279,4066
P,11408c01pr0004,11408c01
P,11408c01pr0010,11408c01
P,11408c01pr0013,11408c01
P,11408c01pr0109,11408c01
P,11408c01pr0016,11408c01
P,86500pr0005,86500
B,upn0326c,upn0326
A,24104c02,24104c01
B,3070bpr9951,83087
P,3626cpr2770,3626c
P,3626cpr2773,3626c
P,3626cpr2825,3626c
P,3009apr0001,3009a
P,3005pr0017,3005
P,93606pr9999,93606
P,3626cpr2776,3626c
B,3070bpr9955,83087
P,19729pr0026,19729
P,52919pr0001,52919
P,53491pr0001,53491
R,71402,31063
P,60581pr0020,60581
B,3070bpr9953,83087
R,11429pr0001,13206pr0003
P,3960pr0043,3960
P,15429pr0008,15429
A,3149ec01,3149ac01
P,17485pr0010,17485
P,10314pr9999,10314
A,98114,98107
B,787,787c03
P,19729pr0028,19729
P,4066pr0085,4066
P,42545pr0002,42545
P,31110pr0045,31110
P,99771pr0003,99771
P,18987pr0002,18987
P,3626cpr9897,3626c
P,3626cpr9896,3626c
P,22385pr0093,22385
P,22385pr0103,22385
P,14769pr1117,14769
P,4162pr0067,4162
P,3069bpr0250,3069b
P,92198pr0197,92198
P,3626cpr2804,3626c
P,3437pr0100,3437
P,3664pr0011,3664
P,3664pr0013,3664
P,3664pr0014,3664
P,3664pr9999,3664
P,3664pr9997,3664
P,31110pr9979,31110
P,3664pr0009,3664
P,15793pr0001,15793
P,31453pr0001,31453
P,6309pr0001,6309
P,6309pr0017,6309
P,6309pr0021,6309
P,6309pr0027,6309
P,6309pr0029,6309
P,14222pr0014,14222
P,4066pr0097,4066
P,4066pr0086,4066
P,4066pr0087,4066
P,4066pr0094,4066
P,4066pr0277,4066
P,4066pr0263,4066
P,4066pr0261,4066
P,4066pr0262,4066
P,76371pr0018,76371
P,76371pr0006,76371
P,76371pr0010,76371
P,6309pr0108,6309
P,6309pr0004,6309
P,6309pr0006,6309
P,6309pr0014,6309
P,6309pr0026,6309
P,6309pr0052,6309
P,6309pr0053,6309
P,6309pr0121,6309
P,6309pr0123,6309
P,11408c01pr0003,11408c01
P,11408c01pr0017,11408c01
P,11408c01pr0105,11408c01
P,3960pr0033,3960
B,upn0326d,upn0326
P,3009apr0002,3009a
P,3626cpr2771,3626c
P,6636pr0004,6636
B,787,787c02
P,4247pr0002,4247
P,42545pr0003,42545
P,99771pr0002,99771
P,3664pr9992,3664
P,1085pr0016,1085
P,970c06pr0012,970c06
M,dupupn0013c02pr0001a,dupupn0013c02pr0001
P,3626cpr9895,3626c
P,22385pr0094,22385
P,22385pr0101,22385
P,87079pr0176,87079
P,3626cpr2850,3626c
T,973c02h02,973c00
P,973c28h01pr0122,973c28h01
P,3626cpr2821,3626c
P,3626cpr2797,3626c
P,98130pr0008,98130
P,3623pr0026,3623
P,24246pr0002,24246
P,2437pr0005,2437
P,57895pr0016,57895
P,14769pr1118,14769
P,970c03pr0024,970c03
P,3069bpr0247,3069b
P,3961pr0001,3961
P,3062bpr0019,3062b
P,970c12pr1142,970c12
P,3626cpr2790,3626c
P,3626cpr2767,3626c
B,3070bpr9916,101653
P,3626cpr2794,3626c
P,3626cpr2791,3626c
P,3626cpr2780,3626c
P,98138pr0108,98138
P,776pr0004,776
P,15875c01pr0164,15875
P,15875c01pr0167,15875
P,92198pr0179,92198
P,970l24r14pr9999,970l24r14
P,970c10pr2549,970c10
P,26603pr0018,26603
P,24593pr0006,24593
P,15627pr0017,15627
P,16530c01pr0103,16530
P,87079pr0178,87079
P,87079pr0038,87079
P,87079pr0181,87079
P,92198pr0178,92198
P,87079pr0183,87079
T,upn0466c02,upn0466
T,upn0466c06,upn0466
P,14769pr1120,14769
P,93604pr0003,93604
P,3626cpr2861,3626c
P,3626cpr2863,3626c
P,3626cpr2783,3626c
P,3626cpr2778,3626c
P,3626cpr2751,3626c
P,3626cpr2787,3626c
P,3626cpr2822,3626c
P,3626cpr2809,3626c
P,776pr0005,776
P,3626cpr2891,3626c
P,3068bpr0388,3068b
P,3068bpr0394,3068b
P,14769pr1114,14769
P,92198pr0184,92198
P,37829pr0003,37829
P,3004pr0047,3004
P,3622pr0047,3622
P,16925c01pr0140,16925
P,3004pr0045,3004
P,3245cpr0156,3245c
P,98165pr0013,98165
P,98072pr0007,98072
P,3626cpr2775,3626c
P,15793pr0002,15793
P,41250pr0001,41250
P,6309pr0106,6309
P,6309pr0112,6309
P,6309pr0109,6309
P,6309pr0003,6309
P,6309pr0007,6309
P,6309pr0009,6309
P,6309pr0013,6309
P,6309pr0015,6309
P,6309pr0019,6309
P,6309pr0023,6309
P,6309pr0025,6309
P,6309pr0031,6309
P,6309pr0033,6309
P,6309pr0035,6309
P,6309pr0037,6309
P,6309pr0039,6309
P,6309pr0041,6309
P,6309pr0043,6309
P,6309pr0045,6309
P,6309pr0047,6309
P,6309pr0049,6309
P,6309pr0051,6309
P,31213pr0026,31213
P,6474pr9998,6474
P,4066pr0083,4066
P,4066pr0271,4066
P,4066pr0096,4066
P,4066pr0089,4066
P,4066pr0099,4066
P,76371pr0004,76371
P,4066pr0272,4066
P,4066pr0093,4066
P,76371pr0008,76371
P,76371pr0011,76371
P,76371pr0005,76371
P,76371pr0009,76371
P,6309pr0125,6309
P,6309pr0105,6309
P,6309pr0111,6309
P,6309pr0115,6309
P,6309pr0002,6309
P,6309pr0008,6309
P,6309pr0010,6309
P,6309pr0012,6309
P,6309pr0016,6309
P,6309pr0018,6309
P,6309pr0020,6309
P,6309pr0022,6309
P,6309pr0024,6309
P,6309pr0028,6309
P,6309pr0030,6309
P,6309pr0032,6309
P,6309pr0034,6309
P,6309pr0036,6309
P,6309pr0038,6309
P,6309pr0040,6309
P,6309pr0042,6309
P,6309pr0044,6309
P,6309pr0046,6309
P,6309pr0048,6309
P,6309pr0050,6309
P,6309pr0054,6309
P,6309pr0056,6309
P,6309pr0057,6309
P,6309pr0055,6309
P,6309pr0124,6309
P,6309pr0120,6309
P,6309pr0103,6309
P,6309pr0113,6309
P,6309pr0117,6309
P,6309pr0119,6309
P,6309pr0102,6309
P,6309pr0100,6309
P,6309pr0101,6309
P,6309pr0110,6309
P,6309pr0122,6309
P,6309pr0114,6309
P,6309pr0104,6309
P,6309pr0107,6309
P,6309pr0116,6309
P,6309pr0126,6309
P,31111pr9986,31111
P,31110pr0091,31110
P,31110pr9977,31110
P,76371pr0107,76371
P,31110pr9993,31110
P,31110pr0025,31110
R,45493,clikupn0001pr0004
P,3011pr0005,3011
P,31000pr0027,31000
P,11344pr0008,11344
P,47408pr0001,47408
P,17178c01pr0001,17178
P,2032pr0001,2032
P,2302pr0014,2302
P,3011pr1014,3011
P,31110pr0040,31110
P,31213pr9994,31213
P,3664pr0001,3664
P,3664pr0006,3664
B,89908,64800pb01c02f
P,42025pr9999,42025
P,6309pr0118,6309
P,51547pr0011,51547
P,51704pr9998,51704
P,31213pr0029,31213
P,98224pr0003,98224
P,4886pr0001,4886
P,6474pr9984,6474
P,23233pr0001,23233
P,30144pr9920,30144
R,45493,clikupn0001pr0013
P,clikupn0001pr0002,clikupn0001
P,87079pr9954,87079
P,clikupn0001pr0004,clikupn0001
A,39367pat0001,39367pat0002
P,25269pr0009,25269
P,3070bpr9953,3070b
P,19729pr0027,19729
M,65571,14682
P,6474pr9995,6474
B,86056,64800pb01c02
B,86058,64800pb01c02
P,3626cpr9820,3626c
P,1085pr0018,1085
P,3626cpr9818,3626c
P,1021Apr0021,1021A
P,cardupn0030pr0047,cardupn0030
P,1021Apr0023,1021A
P,11408c01pr0008,11408c01
P,11408c01pr0012,11408c01
M,1122M,1122L
R,24101c01,24104c01
P,cardupn0030pr0046,cardupn0030
B,973pb1183,973c27h01pr2084
P,3626cpr9898,3626c
P,3245cpr0150,3245c
B,787,787c04
P,4247pr0003,4247
P,42545pr0004,42545
P,99771pr0004,99771
P,dupupn0086pr0001,dupupn0086
P,22385pr0099,22385
P,1021Apr0024,1021A
P,26603pr9967,26603
A,4555c01pr0010,4555c01pr0063
P,3070bpr0200,3070b
P,87079pr0185,87079
P,3069bpr0249,3069b
P,3626cpr2765,3626c
P,3626cpr2805,3626c
P,1021Apr0026,1021A
B,3070bpr9931,101653
P,16925c01pr0139,16925
P,87544pr0004,87544
P,92198pr0216,92198
P,25269pr0010,25269
P,25269pr0011,25269
P,3626cpr3132,3626c
P,3626cpr3183,3626c
P,14769pr1123,14769
P,93604pr0004,93604
P,1085pr0017,1085
P,3010pr0061,3010
P,3622pr0044,3622
P,3245cpr0158,3245c
P,3245cpr0157,3245c
P,28192pr0002,28192
P,39268pr0001,39268
R,45493,clikupn0001pr0009
P,2528pr0011,2528
P,11408c01pr0009,11408c01
M,1132M,1132L
R,24101c02,24104c02
A,24101c01,24101c02
B,787,787c05
R,dupupn0086pr0001,2204pr0001
R,dupupn0086pr0001,2332
R,dupupn0086pr0001,29307
P,22385pr0100,22385
P,22385pr0102,22385
P,3024pr0015,3024
P,88930pr0016,88930
P,49098pr0001,49098
P,98138pr0102,98138
P,3626cpr2795,3626c
P,776pr0006,776
P,11602pr0007,11602
P,973c28h01pr0063,973c28h01
P,92198pr0348,92198
P,973c28h01pr0188,973c28h01
P,973c28h01pr0097,973c28h01
P,3622pr0050,3622
P,32474pr1017,32474
P,3245cpr0159,3245c
P,3010pr0063,3010
P,98071pr0007,98071
P,39268pr0002,39268
P,15427pr0237,15427
P,2447pr0015,2447
P,3626cpr3273,3626c
P,90370pr0007,90370
P,2447pr0001,2447
P,3626cpr3843,3626c
R,45493,clikupn0001pr0010
P,776pr0014,776
R,63777,63776
P,3622pr0053,3622
P,39040pr0004,39040
P,11938pr0001,11938
P,19729pr0029,19729
P,3626cpr9656,3626c
B,3070bpr9917,101651
P,87079pr0216,87079
R,969,968
P,3960pr0032,3960
P,17485pr0005,17485
P,3062bpr0020,3062b
P,30370pr0246,30370
P,6179pr0028,6179
P,6179pr0025,6179
P,30370pr0210,30370
P,6179pr0027,6179
P,30372pr0005,30372
P,30370pr0251,30370
P,6179pr0026,6179
P,6179pr0024,6179
R,4131,4130
R,3195,3194
P,973c01h01pr1440,973c01h01
P,3626cpr9923,3626c
R,16558,16412
R,26019,26016
P,3626cpr9951,3626c
P,3626cpr0028,3626c
R,71493,71492
P,22385pr9984,22385
P,22385pr9982,22385
P,47753pr0007,47753
P,3626cpr0854,3626c
B,3070bpr9930,101651
P,3010apr0002,3010a
P,3626cpr0710,3626c
P,22385pr9981,22385
P,22385pr9980,22385
P,22385pr9979,22385
P,22385pr9978,22385
P,22385pr9977,22385
P,22385pr9976,22385
P,39739pr0003,39739
P,11408c01pr0100,11408c01
M,1142M,1142L
P,41879apr0008,41879a
R,dupupn0086pr0001,11345
P,3024pr0016,3024
P,19729pr0022,19729
P,3068bpr0387,3068b
P,92198pr0181,92198
P,87079pr0179,87079
P,10063pr0001,10063
P,3626cpr2754,3626c
P,3623pr0028,3623
P,3010pr0062,3010
P,3660pr0008,3660
P,39268pr0003,39268
P,3626cpr2764,3626c
P,15429pr0014,15429
P,10061pr0001,10061
R,10154pr0002,29780
P,3003pr0125,3003
P,973c27h03pr1232,973c27h03
P,973c28h01pr1163,973c28h01
P,973c28h01pr1173,973c28h01
P,36036pr0014,36036
P,30370pr0248,30370
P,3626cpr9927,3626c
P,22385pr9983,22385
P,86500pr0004,86500
P,4490pr0027,4490
P,3008pr0010,3008
P,3010pr9998,3010
P,3004pr0048,3004
P,3626bpr9997,3626b
P,11408c01pr0102,11408c01
P,11408c01pr0103,11408c01
P,3626cpr1959,3626c
R,dupupn0086pr0001,18857
R,3843,3842a
P,3626cpr2784,3626c
P,3626cpr2781,3626c
P,970c01pr0184,970c01
P,22385pr0106,22385
P,24593pr0007,24593
P,92198pr0182,92198
P,3626cpr2855,3626c
P,3626cpr2857,3626c
R,30090,22380
R,22401,2446
P,17485pr0004,17485
M,65571,40620
P,4740pr0013,4740
P,92198pr0188,92198
P,3660pr0009,3660
P,11477pr0008,11477
P,3626cpr2782,3626c
P,92198pr0186,92198
B,86056,64800pb01c02f
P,776pr0010,776
B,3814,11938pr0001
R,36,715
P,4744pr0030,4744
P,3010pr9994,3010
P,3010pr9993,3010
P,14769pr0003,14769
P,14769pr1107,14769
P,22385pr1004,22385
P,24181pr0001,24181
R,10063pr0001,10061pr0001
P,76371pr9915,76371
R,dupupn0086pr0001,27396
P,30350bpr0009,30350b
P,3070bpr0190,3070b
R,10124pr0011,10154pr0011
P,3622pr0049,3622
P,3245cpr0152,3245c
P,63864pr0022,63864
R,36,715a
P,3010pr9995,3010
P,22385pr0017,22385
P,4162pr0999,4162
R,dupupn0086pr0001,4253
P,19729pr0024,19729
P,92198pr0177,92198
P,3245cpr0163,3245c
P,60481pr0001,60481
P,16925c01pr0153,16925
P,6636pr0022,6636
R,36,35
P,3010pr9999,3010
R,759532,759528c02
P,973c26h01pr0104,973c26h01
P,4197pr9998,4197
R,759533,759528c01
P,14222pr9996,14222
P,1052pr0001,1052
P,3437pr0114,3437
P,31324pr0001,31324
A,33291,24866
P,98225pr0004,98225
P,1052pr0002,1052
P,973c26h01pr0396,973c26h01
P,35114pr0001,35114
R,dupupn0086pr0001,61649
P,970c12pr0940,970c12
P,51260pr0001,51260
P,973c02h02pr7005,973c02h02
P,973c02h02pr1958,973c02h02
P,973c02h02pr3507,973c02h02
P,45896pr0007,45896
P,973c02h02pr3614,973c02h02
P,973c02h02pr1462,973c02h02
A,973c02h02pr4041,973c02h02pr1462
P,1052pr0003,1052
P,1052pr0004,1052
P,970l03r22pr0907,970l03r22
A,5034,13808
P,970c24pr1913,970c24
P,970c19pr1125,970c19
P,4162pr0057,4162
M,62360,35299
P,973c12h12pr0294,973c12h12
P,3626cpr0502,3626c
T,40925pat0001,40925
P,90398pr0001,90398
P,90398pr0002,90398
P,98456pr0001,98456
P,98456pr0002,98456
P,92198pr0212,92198
B,26280,26288
P,85984pr0014,85984
P,35787pr0005,35787
P,28631pr0007,28631
A,3899,38014
P,3003pr0140,3003
P,3068bpr9990,3068b
P,98456pr0003,98456
P,98456pr0004,98456
P,973c03h03pr1234,973c03h03
A,973c26h01pr0104,973c26h01pr0105
P,51261pr0002,51261
B,44198,44198c01
B,44198,44198c02
P,47444c01pr0001,47444c01
P,52918pr0001,52918
R,clikupn0144,clikupn0145
P,cardupn0030pr0045,cardupn0030
P,cardupn0030pr0044,cardupn0030
R,44680,44331
P,31452pr0001,31452
M,54695,30372
P,973c03h03pr3890,973c03h03
P,3664pr9994,3664
P,970c14pr0419,970c14
P,973c03h12pr3849,973c03h12
P,973c27h01pr3771,973c27h01
P,973c03h03pr3095,973c03h03
P,970c01pr9996,970c01
P,973c01h01pr3793,973c01h01
P,cardupn0030pr0043,cardupn0030
P,973c01h01pr3833,973c01h01
P,973c14h12pr3834,973c14h12
P,cardupn0030pr0042,cardupn0030
P,6472pr0001,6472
P,973c27h01pr3808,973c27h01
P,cardupn0030pr0041,cardupn0030
P,973c27h01pr3798,973c27h01
P,31213pr0009,31213
P,3664pr9993,3664
R,31067pr0001,31072
R,31067pr0001,31072pr0001
P,31067pr0001,31067
P,31072pr0001,31072
R,2222,4662
P,4066pr0070,4066
P,4198pr9988,4198
P,6361pr0001,6361
R,2200,2199
P,47423pr0010,47423
R,6870,6859
P,30144pr0001,30144
A,2275pr0001,2275c01pr0003
P,45677pr0006,45677
P,4197pr0003,4197
P,35477pr0001,35477
R,2159,2161c01
P,60581pr9996,60581
A,1314c05pr0001,1314c02pr0001
P,upn0379pr0003,upn0379
P,4197pr0004,4197
P,4066pr0071,4066
A,973c26h01pr0396,973c26h01pr0105
P,3626cpr9947,3626c
P,93557pr0002,93557
P,cardupn0030pr0012,cardupn0030
P,3070bpr9910,3070b
P,3626cpr9946,3626c
P,3626cpr9945,3626c
P,970l03r22pr1219,970l03r22
P,4066pr0068,4066
P,4066pr0069,4066
R,22400,2446
P,3626cpr9944,3626c
P,98130pr0004,98130
R,29632pr0012,29630pr0012
P,98130pr0005,98130
R,29630pr0013,29632pr0013
P,20512pr0001,20512
P,3245cpr0164,3245c
B,3070bpr9926,101651
R,46304,35458
T,40925pat0002,40925
P,3068bpr0389,3068b
M,20512,87587
P,4197pr0005,4197
R,33271,6953
B,3070bpr9920,101652
R,2104,2102
R,dupupn0062c01,2103
R,dupupn0062c02,2103
R,dupupn0062c03,2103
R,dupupn0062c04,2103
R,dupupn0062c05,2103
R,dupupn0062c06,2103
P,2756pr0003,2756
P,2756pr0002,2756
P,2756pr0001,2756
P,2756pr0004,2756
P,2756pr0005,2756
P,2756pr0006,2756
P,2756pr0007,2756
P,2756pr0008,2756
P,2756pr0009,2756
P,2756pr0010,2756
P,2756pr0011,2756
P,2756pr0012,2756
P,2756pr0013,2756
P,2756pr0014,2756
P,2756pr0015,2756
P,2756pr0016,2756
P,2756pr0017,2756
P,3070bpr9999,3070b
P,60601pr0005,60601
P,98130pr0006,98130
P,14769pr1111,14769
P,3068bpr0376,3068b
P,973c02h02pr4041,973c02h02
P,973c27h01pr3403,973c27h01
P,973c22h01pr3795,973c22h01
P,973c24h03pr3640,973c24h03
R,37195,56145
P,60238pr0001,60238
P,973c12h12pr3778,973c12h12
A,3087c,3087ac01
A,3087c,3087bc01
A,3087c,3087cc01
P,98130pr0007,98130
M,30394,21709
P,3068bpr0404,3068b
P,973c03h03pr4008,973c03h03
R,34987,36548
R,34987,38871
P,3068bpr0092,3068b
P,3004pr9998,3004
P,3626cpr9942,3626c
P,3626cpr9941,3626c
P,973c02h02pr3843,973c02h02
P,3070bpr9854,3070b
P,3626cpr9940,3626c
P,973c02h02pr4707,973c02h02
P,970l03r22pr1407,970l03r22
P,3626cpr9939,3626c
P,3626cpr9938,3626c
R,46304,30325
P,970l09r38pr0710,970l09r38
P,970l73r11pr1837,970l73r11
P,3626cpr9937,3626c
P,970l18r74pr0001,970l18r74
P,973c14h14pr3658,973c14h14
P,973c26h01pr0391,973c26h01
P,973c31h01pr0008,973c31h01
P,973c27h01pr0001,973c27h01
P,973c01h01pr0031,973c01h01
P,3622pr0020,3622
P,3626cpr1848,3626c
P,973c03h03pr3965,973c03h03
P,973c27h03pr0470,973c27h03
P,973c27h03pr0579,973c27h03
P,973c10h12pr3964,973c10h12
P,76371pr0012,4066
P,76371pr0012,76371
P,87079pr9999,87079
P,76371pr0013,76371
P,76371pr0013,4066
P,970c21pr0822,970c21
P,970c01pr9997,970c01
P,970c22pr9962,970c22
P,87079pr0295,87079
P,87079pr9940,87079
P,3626cpr9936,3626c
P,3626cpr9935,3626c
A,973c02h02pr3843,973c02h02pr1462
P,973c28h01pr0018,973c28h01
P,973c03h01pr0022,973c03h01
P,973c28h01pr2970,973c28h01
P,973c22h12pr9970,973c22h12
P,87079pr9938,87079
P,87079pr9939,87079
P,11408c01pr0115,11408c01
P,970l03r22pr1290,970l03r22
P,970l75r64pr0001,970l75r64
P,92198pr0211,92198
P,970l14r65pr0819,970l14r65
P,970c01pr9785,970c01
P,970c14pr1253,970c14
P,970c14pr1311,970c14
P,970c14pr9973,970c14
P,970c24pr1319,970c24
P,776pr0007,776
P,970c24pr1291,970c24
P,776pr0009,776
P,973c08h08pr0191,973c08h08
P,970c19pr9902,970c19
T,40925pat0003,40925
T,40925pat0005,40925
P,776pr0011,776
P,3004pr9999,3004
P,33492pr0001,33492
P,973c28h01pr1175,973c28h01
P,26490c01pr0005,26490
P,973c28h01pr0106,973c28h01
P,973c28h01pr0138,973c28h01
T,40925pat0004,40925
P,92198pr0185,92198
P,98138pr0101,98138
P,3622pr0014,3622
P,3622pr0046,3622
P,30378pr0003,30378
P,3626cpr2763,3626c
P,45677pr0010,45677
P,3626cpr2800,3626c
P,60581pr0019,60581
P,98071pr0014,98071
P,22385pr1002,22385
P,87079pr0148,87079
P,4162pr0129,4162
P,973c28h27pr5097,973c28h27
P,3626cpr1904,3626c
M,33464pr0001,24581pr0001
P,1032Bpr0001,1032B
P,970c19pr0781,970c19
P,3626cpr9892,3626c
P,3626cpr9889,3626c
P,1032Bpr0002,1032B
P,88646pr9999,88646
P,43693pr0001,43693
P,973c28h22pr9759,973c28h22
P,973c27h27pr9995,973c27h27
P,3626cpr2908,3626c
P,3626cpr2886,3626c
P,970c19pr0186,970c19
P,3626cpr2887,3626c
P,3626cpr2888,3626c
P,970c05pat22pr1104,970c05pat22
R,40246,40245
P,39039pr0004,39039
P,3626cpr2941,3626c
P,3626cpr2953,3626c
P,3626cpr2954,3626c
P,3626cpr2955,3626c
P,24782pr0013,24782
P,31111pr0010,31111
P,31111pr0005,31111
P,3004pr0011,3004
P,10202pr0004,10202
P,3011pr1027,3011
P,98223pr9995,98223
P,30165pr0003,30165
M,51482,30396
A,973c26h02pr3814,973c26h02pr3066
P,970c23pat19pr1170,970c23pat19
P,970c28pat27pr0004,970c28pat27
P,970c20pat03pr9930,970c20pat03
P,970c22pr9882,970c22
P,970c22pr2048,970c22
P,970c22pr1788,970c22
P,970c22pr0885,970c22
P,970c22pr0280,970c22
P,970c21pr9945,970c21
P,970c21pr9770,970c21
P,970c75pr9947,970c75
P,970c75pr1726,970c75
P,970c34pr1687,970c34
P,970c20pr9899,970c20
P,970c13pr0594,970c13
P,970c37pr2034,970c37
P,970c17pr0026,970c17
P,970c14pr9761,970c14
P,970c14pr1394,970c14
P,970c15pr1268,970c15
P,970c31pr9885,970c31
P,970c31pr0773,970c31
P,970c46pr2195,970c46
P,970c11pr2155,970c11
P,970c11pr0815,970c11
P,970c10pr9990,970c10
P,970c10pr1685,970c10
P,970c10pr0602,970c10
P,970c10pr0541,970c10
P,970c36pr9889,970c36
P,970c29pr0325,970c29
P,970c38pr2358,970c38
P,970c09pr2154,970c09
P,970c09pr2014,970c09
P,30165pr0002,30165
P,30367bpr1018,30367b
P,3068bpr0403,3068b
P,10113pr0004,10113
P,90398pr0050,90398
P,21560pr0032,21560
P,99241pr0003,99241
P,3437pr0120,3437
P,3664pr0007,3664
B,86059,64800pb01c02
P,4198pr0008,4198
P,4198pr0018,4198
P,4198pr0020,4198
P,4198pr0006,4198
P,11344pr0011,11344
P,13359pr0001,13359
P,6474pr0015,6474
P,11170pr0006,11170
P,11170pr0007,11170
P,3664pr0016,3664
P,3664pr0017,3664
P,2454bpr0005,2454b
P,1022Apr0001,1022A
P,87079pr0206,87079
P,64225pr0004,64225
P,14769pr1138,14769
P,49311pr0005,49311
P,49311pr0006,49311
P,87079pr0187,87079
R,22395,22380
M,57503,57504
P,98100pr0008,98100
P,50747pr0001,50747
P,3010pr9990,3010
P,3010pr9989,3010
P,3069bpr9994,3069b
P,93273pr9999,93273
P,38801pr0001,38801
P,98166pr0003,98166
B,45721a,45721
P,3622pr0051,3622
P,3070bpr9976,3070b
P,3070bpr9952,3070b
P,10907pr0001,10907
P,3626cpr2874,3626c
P,3626cpr2875,3626c
P,54200pr0003,54200
P,3626cpr9886,3626c
A,3002apr0005,3002apr0006
P,36036pr0005,36036
R,122c01,4288
R,98262,4727
P,973c27h01pr3084,973c27h01
